,SRR5962198,SRR5962199,SRR5962200,SRR5962201,SRR5962202,SRR5962203,SRR5962204,SRR5962205,SRR5962206,SRR5962207,SRR5962208,SRR5962209,SRR5962210,SRR5962211,SRR5962212,SRR5962213,SRR5962214,SRR5962215,SRR5962216,SRR5962217,SRR5962218,SRR5962219,SRR5962220,SRR5962221,SRR5962222,SRR5962223,SRR5962224,SRR5962225,SRR5962226,SRR5962227,SRR5962228,SRR5962229,SRR5962230,SRR5962231,SRR5962232,SRR5962233,SRR5962234,SRR5962235,SRR5962236,SRR5962237,SRR5962238,SRR5962239,SRR5962240,SRR5962241
ENSG00000274972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278072,0,0,4,0,14,0,0,0,1,0,1,0,0,0,2,0,6,0,0,0,0,1,0,0,0,0,1,19,5,0,1,0,0,0,0,0,1,1,0,0,0,0,1,7
ENSG00000224321,1,0,1,15,4,6,16,3,3,7,6,3,6,5,4,3,8,16,5,0,0,11,0,1,1,3,3,19,6,9,1,1,5,3,9,1,20,11,12,6,5,13,4,3
ENSG00000278070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278071,3,0,2,6,8,8,19,11,2,0,3,7,0,0,3,3,33,14,11,11,11,141,0,6,3,6,9,37,17,46,0,3,6,9,11,6,5,14,14,41,27,9,3,100
ENSG00000278076,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2
ENSG00000278077,2,0,4,0,8,0,3,0,0,6,10,0,0,0,3,6,3,0,3,3,5,0,0,0,1,0,0,10,12,2,0,1,1,0,0,0,0,3,6,0,0,3,4,3
ENSG00000278074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278075,3,0,3,14,3,0,24,0,18,0,19,10,3,6,5,11,9,9,11,2,20,3,0,2,1,6,13,8,5,3,0,3,15,2,8,6,9,6,13,13,15,12,6,20
ENSG00000055070,433,553,854,1044,181,585,2414,1087,771,834,798,1324,532,1198,943,2754,1872,3192,2298,2800,2889,2525,131,880,589,326,847,2256,1370,970,375,1473,901,653,2722,1051,663,1483,767,1361,2930,1899,1599,654
ENSG00000278078,1,0,1,1,1,1,1,1,0,1,2,0,1,0,3,2,1,2,1,0,1,0,0,1,0,0,1,4,2,0,0,0,1,1,2,0,2,2,1,1,0,0,1,4
ENSG00000278079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179899,71,44,89,228,150,98,348,72,64,48,219,124,51,88,123,449,405,210,296,140,390,140,7,85,122,143,211,346,202,142,124,177,184,103,170,105,269,158,235,270,368,257,355,116
ENSG00000227411,0,0,0,0,9,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11
ENSG00000155719,0,0,0,10,29,0,34,31,5,0,17,34,0,0,76,5,21,21,3,6,8,14,0,3,0,12,32,118,47,24,0,10,6,0,35,11,41,68,21,31,19,18,22,115
ENSG00000227413,1,2,13,21,28,8,19,11,0,8,26,3,14,3,4,31,31,15,34,28,39,13,0,5,14,14,15,46,13,20,8,9,18,0,25,9,21,7,32,10,31,33,24,11
ENSG00000227415,0,0,0,0,13,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,1,17,0,11,24,0,0,0,0,0,11
ENSG00000227416,0,0,0,1,1,0,1,0,1,0,0,0,0,1,6,1,4,0,1,2,2,3,0,0,1,0,0,10,2,1,0,0,1,6,1,2,6,11,3,2,0,3,1,27
ENSG00000227417,17,13,27,33,63,24,53,21,21,6,98,64,14,15,37,67,94,60,79,48,106,50,0,42,19,18,82,264,108,60,33,129,80,20,26,31,90,52,54,56,157,129,166,33
ENSG00000162337,1844,843,1919,5048,2060,1689,5234,820,2166,1383,1937,1895,513,1344,1098,3596,6272,7308,3094,5237,4132,1504,16,678,3704,3175,2012,2456,1848,916,1515,876,1820,378,685,1111,1724,606,2106,1804,2353,3099,2002,322
ENSG00000155714,0,0,14,32,41,7,28,8,0,17,14,26,0,5,12,41,45,33,49,15,64,17,0,9,6,10,25,43,26,11,12,22,13,0,22,7,39,25,35,26,56,38,41,12
ENSG00000182010,6,5,52,31,51,27,390,22,15,20,80,37,57,28,58,265,56,154,140,65,192,200,25,63,26,80,82,2842,331,289,87,242,220,53,362,305,131,117,157,224,157,198,561,192
ENSG00000182013,14,14,98,97,208,94,262,59,51,51,104,80,46,98,49,622,594,330,248,49,380,380,0,302,16,38,104,387,156,244,234,571,183,53,364,401,65,397,162,638,607,77,353,227
ENSG00000244748,0,0,0,0,11,3,0,2,0,6,6,5,0,6,2,17,9,14,14,3,9,2,0,3,8,5,5,7,7,6,6,6,6,3,11,3,18,12,12,3,0,10,10,5
ENSG00000186704,43,17,172,162,169,52,301,58,64,39,417,90,62,33,37,628,277,179,282,131,424,63,0,167,291,155,201,375,314,226,117,127,474,44,213,90,138,97,493,181,353,290,622,61
ENSG00000251779,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,5,1,5,3,0,0,0,0,0,0,2,3,0,0,0,0,1,0,3,0,2,2,2,7,2,2
ENSG00000251774,1,0,3,6,4,0,1,3,0,2,2,0,3,3,7,2,9,1,15,9,19,0,0,2,0,0,5,25,13,2,4,5,3,3,0,9,32,7,16,5,13,24,12,6
ENSG00000251775,10,5,8,24,19,6,13,4,11,4,4,10,6,3,8,18,34,19,13,17,61,3,0,5,9,3,9,5,12,10,8,3,12,0,1,4,7,8,11,5,13,19,31,3
ENSG00000251776,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,6,5,0,2,0,0,0,0,0,6,0,4,0,0,0,0,2
ENSG00000251770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1
ENSG00000245293,26,9,65,44,86,12,104,14,32,11,53,30,12,15,50,105,94,60,181,87,169,5,0,20,6,10,36,92,161,45,13,12,91,12,24,1,22,62,26,40,37,42,39,52
ENSG00000251772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,7,6,0,0,0,0,0,7
ENSG00000251773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ENSG00000164659,473,241,639,1404,651,482,1914,294,294,255,296,698,173,369,483,476,2097,1967,1172,2104,1486,660,15,294,646,349,465,2037,638,480,753,333,522,241,196,357,584,339,607,1907,679,1769,896,551
ENSG00000242748,3,0,10,12,19,15,16,0,21,22,40,8,11,3,9,45,22,10,66,0,34,27,0,19,10,10,43,32,53,39,6,22,31,6,29,17,14,3,26,9,19,29,33,19
ENSG00000242747,0,0,3,0,7,0,3,6,0,0,1,3,1,0,8,14,3,0,8,15,8,6,0,0,0,0,11,3,3,2,0,0,3,0,0,0,7,3,8,1,10,2,0,9
ENSG00000164651,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,36,8,0,0,0,0,0,0,0,6,32,0,0,0,0,0,35
ENSG00000242741,0,0,0,0,5,0,0,0,0,0,0,5,0,0,15,0,8,10,0,14,14,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0
ENSG00000164654,207,84,505,662,591,640,1650,326,207,210,546,612,178,379,407,1602,1512,1033,1080,915,1373,547,31,458,677,507,1138,2059,1183,1116,186,482,936,177,1191,803,1144,545,1128,1264,1374,1639,1546,287
ENSG00000252234,3,0,4,3,9,3,11,0,5,2,2,9,0,2,4,9,8,3,4,0,10,5,0,6,6,0,10,14,11,2,2,0,8,1,0,11,6,4,4,4,3,2,4,3
ENSG00000252235,0,0,0,0,3,0,0,0,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,3,0,0,1,0,1,7
ENSG00000252236,5,3,0,0,0,0,0,0,0,3,0,3,0,0,3,1,0,0,0,0,0,0,0,2,0,0,2,3,4,2,0,2,3,0,0,0,2,0,6,0,3,9,3,5
ENSG00000252237,0,0,0,9,13,1,2,3,0,6,3,0,6,0,5,12,8,2,7,0,9,8,0,0,0,12,8,14,10,15,1,7,4,9,14,2,9,0,9,5,17,17,3,9
ENSG00000252230,0,0,0,0,2,1,2,2,0,0,4,2,4,2,0,7,6,5,2,1,5,0,0,0,7,3,0,7,8,5,0,0,3,0,4,1,9,0,3,4,3,3,6,6
ENSG00000252231,0,2,0,3,2,0,0,0,0,0,0,4,0,0,0,5,6,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,3,5,0,0,0,0,2,0
ENSG00000252233,3,0,2,15,7,6,28,5,3,3,23,6,1,3,3,14,7,15,31,6,36,1,0,12,11,7,2,11,26,7,12,3,12,3,3,6,35,20,24,3,14,53,22,12
ENSG00000204253,109,96,271,309,142,181,857,109,66,59,153,124,73,166,165,298,444,363,243,195,334,522,41,214,414,146,392,1113,480,517,156,298,403,164,519,229,537,250,307,809,334,587,312,227
ENSG00000252238,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000252239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256925,0,0,0,0,0,0,0,0,0,0,0,3,0,0,20,17,3,0,0,0,0,0,0,0,0,0,0,77,19,0,0,0,0,0,0,0,14,106,0,0,0,0,0,92
ENSG00000161021,468,248,932,1650,1073,682,2987,554,603,352,1192,817,444,503,767,2314,2996,1934,1784,1289,1741,1084,78,450,1169,861,1665,3149,1194,1347,793,1275,1359,541,1751,868,1245,1038,1837,2285,2653,2911,2296,856
ENSG00000256922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7
ENSG00000256923,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,4,3,1,0,0,0,3,0,0,3,2,0,0,0,0,0,12
ENSG00000226331,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ENSG00000261608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,18,0,0,0,0,0,16
ENSG00000256928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254694,0,0,5,11,0,6,18,8,0,0,0,24,0,0,0,41,16,11,15,14,22,4,0,3,15,7,26,25,0,17,0,8,13,8,2,0,19,8,10,9,17,18,32,6
ENSG00000254695,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
ENSG00000254696,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,3,5,0,0,0,0,0,7
ENSG00000254697,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,3,0,0,0,2,0,0,7,3,2,3,4,1,0,0,0,6,17,11,0,0,0,0,6
ENSG00000254690,0,0,14,0,0,0,0,0,0,0,0,6,0,4,0,6,0,0,0,19,0,0,0,0,0,0,8,15,0,0,0,0,0,0,7,0,4,0,8,0,0,0,0,0
ENSG00000254691,4,6,23,26,14,8,23,10,11,0,30,0,2,3,13,24,22,12,34,0,24,1,0,0,15,16,11,38,24,8,47,46,15,10,8,24,13,23,33,8,30,24,38,8
ENSG00000266929,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000266928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
ENSG00000266925,0,0,0,0,2,0,0,0,0,0,0,0,0,0,21,2,4,0,2,0,1,0,0,0,0,0,0,7,5,0,0,0,0,5,0,0,11,19,0,0,0,0,0,26
ENSG00000266924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0
ENSG00000254698,0,0,3,3,7,0,33,0,0,0,6,12,3,0,14,16,6,4,0,0,33,4,0,3,30,16,0,63,44,6,11,5,9,6,11,3,7,8,21,19,6,95,30,8
ENSG00000254699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266921,0,0,100,43,28,9,41,0,6,0,18,44,0,0,85,186,29,19,0,11,70,0,0,0,82,0,118,43,14,28,0,0,42,0,43,9,55,66,91,19,6,14,144,27
ENSG00000266920,0,0,0,0,9,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,17,3,0,0,0,0,0,0,0,11,10,0,0,6,0,0,15
ENSG00000257343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257341,31,21,19,58,8,18,71,22,20,31,11,43,11,11,19,32,107,39,85,70,41,4,0,28,42,6,18,18,57,27,37,19,26,5,10,12,26,0,27,514,13,50,57,18
ENSG00000215867,22,6,49,68,80,28,111,22,32,14,76,79,28,25,24,99,130,92,175,48,151,70,3,23,34,43,79,156,158,56,22,28,116,23,47,71,71,11,130,50,86,172,153,44
ENSG00000257346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
ENSG00000257345,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,9,11,19,9,0,0,0,0,0,0,3,11,11,0,0,9,0,0,0,9,22,9,0,13,4,0,33
ENSG00000234337,28,6,20,44,11,25,86,20,0,20,2,11,0,33,51,40,42,26,15,13,34,41,7,11,49,50,53,117,24,17,20,93,28,34,40,17,44,55,18,58,28,36,51,23
ENSG00000215861,79,58,104,334,114,184,420,75,70,65,75,127,28,40,59,160,379,164,201,228,193,51,0,88,47,66,141,478,223,86,22,124,127,41,86,34,12,73,113,55,45,231,156,26
ENSG00000119509,351,177,517,934,972,436,1521,383,244,241,681,619,233,204,398,1280,2083,1231,1229,1208,1691,483,40,340,258,171,747,1579,915,828,247,441,685,111,532,256,582,426,1115,811,1471,1236,1469,265
ENSG00000228949,0,0,3,0,3,0,0,0,3,0,0,0,0,0,14,3,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,10,13,0,0,0,0,3,21
ENSG00000256699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,35,6,0,0,0,0,0,0,0,11,24,0,0,0,0,0,37
ENSG00000256694,37,33,17,38,29,22,55,15,47,9,14,49,0,23,39,8,43,107,110,166,28,41,0,0,24,0,14,61,16,14,0,9,0,0,10,9,20,37,13,15,16,119,26,36
ENSG00000256695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228943,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228941,0,0,27,0,18,0,0,0,8,0,14,4,0,0,37,22,13,10,20,0,37,27,0,0,0,0,0,62,36,0,0,15,23,0,0,0,30,10,0,0,0,19,0,47
ENSG00000228940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5
ENSG00000165309,0,0,0,0,54,0,90,0,3,3,1,26,0,3,79,54,14,0,11,0,6,13,7,120,0,19,102,165,80,24,0,37,65,37,401,0,121,109,10,106,210,303,468,132
ENSG00000165304,6,0,21,20,27,17,216,20,0,5,8,0,0,26,188,108,13,19,31,0,17,437,6,36,67,25,297,2074,125,142,154,292,74,9,32,64,286,100,72,529,182,441,184,219
ENSG00000165300,6,0,88,54,311,6,41,30,48,19,341,246,81,0,148,1197,307,43,115,0,467,11,0,8,17,0,70,580,158,552,192,0,70,27,105,9,88,155,251,123,623,14,135,223
ENSG00000266469,91,31,103,243,159,169,402,65,63,46,75,99,38,69,95,260,389,281,148,271,277,218,0,78,118,93,254,717,203,174,76,241,165,66,215,69,197,122,155,420,428,443,216,76
ENSG00000101608,1779,1306,3061,5286,3010,3892,12373,2114,994,1402,1316,1953,793,1960,2368,5525,8034,6806,4479,6286,4826,5801,134,963,1836,856,6423,8889,4420,7941,1087,2897,2799,1188,5095,1816,3065,3713,3353,8437,2749,7532,2841,2098
ENSG00000101605,950,520,1084,2694,668,1296,2131,271,555,494,253,742,146,380,485,583,1547,3432,1337,3879,1308,924,0,22,44,297,366,349,514,49,27,89,177,19,64,0,74,65,273,261,78,779,626,180
ENSG00000170100,110,88,29,63,433,170,62,70,138,17,404,27,41,173,273,329,241,613,84,150,105,50,11,128,357,12,20,87,434,63,18,39,242,171,605,168,22,16,634,385,50,62,253,403
ENSG00000237026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,7,0,0,0,0,0,0,0,0,10,0,0
ENSG00000187900,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,22,8,0,0,0,0,0,0,0,6,9,0,0,0,0,0,15
ENSG00000198791,740,423,1649,2438,2321,1474,5668,966,390,477,850,1318,776,740,1010,3711,4756,3421,2481,2893,3919,4313,71,490,1369,1389,3534,8490,3415,3227,686,1210,1975,559,4410,1426,1721,1685,2349,2614,1199,3376,2550,2484
ENSG00000198792,636,517,873,2334,412,1078,3704,409,603,680,608,633,156,874,731,1409,1684,2031,928,2104,1619,1222,13,400,1421,1038,2041,2397,1089,1059,708,705,1366,377,964,714,1231,510,911,1852,2137,2414,416,537
ENSG00000198793,1142,489,1606,3616,2208,1681,5618,986,905,776,2095,1639,489,1088,1654,5890,5828,4595,3529,3841,5556,1960,36,1190,2541,797,4392,8065,2520,2348,1158,2002,3332,791,1906,1014,3733,2009,4187,5273,4234,4649,3298,1175
ENSG00000198794,4,19,75,24,35,43,124,68,17,14,100,86,17,9,50,73,83,34,45,46,55,170,3,121,85,101,133,119,69,147,112,100,120,56,174,27,71,113,67,126,59,286,101,101
ENSG00000198795,482,378,835,1914,1685,749,3259,601,432,288,1588,1154,460,249,710,551,5656,1969,2229,1264,2664,622,27,444,210,153,1073,1256,1287,1480,151,299,1665,189,2481,131,3732,826,1749,1410,734,1437,1158,408
ENSG00000197779,201,107,320,671,617,365,1341,197,144,165,477,367,182,268,373,1245,1325,872,758,694,1254,700,24,351,549,320,860,2255,1034,719,260,523,761,223,855,414,716,559,978,1424,1350,1428,1254,434
ENSG00000198797,0,0,61,8,24,0,146,6,94,6,9,33,0,6,52,102,34,0,14,0,44,137,6,0,122,122,15,139,334,0,4641,0,45,11,0,0,47,76,34,0,16,50,114,239
ENSG00000198798,0,0,0,0,3,0,0,0,3,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,17,11,0,0,0,0,0,14
ENSG00000197776,127,113,330,495,427,228,705,182,71,83,194,242,107,81,125,520,557,560,473,569,780,220,8,149,210,88,180,389,665,692,84,59,356,59,309,105,286,174,169,260,630,507,412,794
ENSG00000231424,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,85,0,0,6,0,0,0,11,0,12,0,0,6,0,19,0,0,28,40,0,0,0,0,10
ENSG00000175550,238,149,399,863,284,443,1631,294,188,206,155,253,130,394,373,753,1040,825,361,513,551,816,39,212,610,217,717,1522,714,1180,1082,294,483,221,794,720,825,432,680,1312,1064,729,391,417
ENSG00000231422,0,0,0,0,25,0,0,0,0,0,0,0,0,0,46,0,14,0,0,0,0,0,0,0,0,0,0,28,8,0,0,0,0,4,0,0,14,37,0,0,0,0,0,58
ENSG00000175556,183,25,160,257,175,94,303,79,75,83,80,233,43,19,79,93,679,351,265,234,247,47,0,14,16,0,72,570,168,146,57,173,193,11,75,9,6,81,110,51,52,145,154,62
ENSG00000197771,600,432,1234,2268,1411,1391,5137,866,360,434,588,982,492,786,951,2019,4032,2995,2050,2426,2377,3792,101,805,1017,609,2182,3982,2874,2891,798,1529,1452,480,3393,1396,2248,1415,2119,3239,1874,3693,2206,2449
ENSG00000231421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,9
ENSG00000279848,0,0,0,3,15,0,0,0,0,0,0,1,0,0,46,6,3,0,3,0,0,4,0,0,0,0,4,24,9,0,0,0,0,0,0,0,18,19,3,0,0,0,8,45
ENSG00000279849,0,0,1,0,5,0,1,0,2,1,3,2,2,0,7,0,2,1,2,1,2,0,0,0,1,0,1,15,3,0,1,1,0,0,0,3,7,6,0,0,4,0,3,19
ENSG00000161682,22,9,16,91,5,19,96,8,11,6,0,25,4,14,7,13,37,113,28,35,26,25,0,13,0,0,6,77,16,8,27,33,28,0,0,0,16,50,0,30,14,50,49,31
ENSG00000240173,1,0,0,5,0,0,0,0,0,0,3,9,0,0,0,4,3,0,3,0,9,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
ENSG00000179420,3,0,3,0,14,0,6,3,13,0,6,0,0,0,28,14,3,0,6,0,0,0,0,14,14,6,3,26,25,3,3,3,3,3,0,0,38,28,14,1,6,26,14,48
ENSG00000279840,0,0,0,0,10,0,0,0,0,0,3,0,0,0,43,3,16,0,0,0,0,0,0,0,0,0,0,77,24,0,0,3,0,14,0,3,25,63,0,0,0,0,0,115
ENSG00000279841,14,18,33,79,64,41,74,25,22,6,93,77,9,23,30,110,143,99,169,67,164,31,0,31,36,14,67,93,114,16,45,59,65,16,45,38,53,43,93,44,79,145,158,41
ENSG00000279842,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ENSG00000279843,6,0,0,17,13,0,11,3,6,0,16,6,0,1,17,8,19,6,9,19,11,8,0,0,3,0,7,21,0,24,3,0,3,0,15,6,10,3,3,1,7,1,9,12
ENSG00000279844,0,0,0,0,27,0,0,0,3,0,0,6,3,0,41,3,6,6,9,0,3,0,0,0,0,0,4,44,6,0,0,3,0,3,0,0,21,43,0,0,0,0,6,54
ENSG00000279845,0,0,9,20,38,12,16,13,10,6,8,15,21,11,9,43,73,40,48,86,66,25,0,11,0,8,23,33,31,21,0,1,25,6,16,22,30,13,28,20,49,37,28,17
ENSG00000279846,0,0,0,0,3,0,3,0,6,0,0,0,0,0,8,0,2,0,5,0,9,0,0,0,3,0,0,25,9,5,3,0,0,0,0,0,4,22,0,3,3,0,0,26
ENSG00000279847,0,0,0,0,0,0,6,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,8,18,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,13
ENSG00000133169,0,0,27,22,18,0,30,0,0,0,0,11,0,0,1084,0,27,6,27,14,30,1365,0,0,0,727,64,16,167,11,48,0,94,0,0,0,113,24,3368,8,0,7,15,839
ENSG00000076321,416,268,571,1435,517,767,2249,356,342,291,396,507,198,336,462,1029,1796,1773,1176,1695,1377,569,19,264,501,244,1085,1280,1024,869,300,530,433,186,879,471,571,510,705,1074,879,1623,919,356
ENSG00000234389,0,0,0,11,26,0,6,3,11,2,14,4,3,0,81,14,20,0,21,3,3,14,0,0,0,0,16,70,18,9,14,3,15,6,0,0,31,105,19,0,1,7,8,100
ENSG00000183864,1394,914,1500,6082,1204,2161,4873,601,1429,1059,815,893,354,1015,1048,2204,5169,6504,2298,5240,3416,2272,46,536,1529,1115,2345,4351,1634,1068,718,890,2442,526,1682,752,1740,769,1874,2182,2133,2868,2281,1009
ENSG00000183862,0,0,0,0,21,0,0,0,0,0,0,0,0,0,52,6,0,0,0,0,0,0,0,0,0,14,0,45,6,0,0,0,0,0,0,0,6,85,13,0,0,0,0,73
ENSG00000277402,2,2,3,4,17,4,11,5,2,4,4,13,3,7,0,8,4,14,6,10,38,1,0,1,8,1,3,42,9,10,3,4,3,5,1,3,1,5,16,24,9,20,31,1
ENSG00000266465,0,0,0,2,0,0,0,0,0,0,3,1,0,0,2,2,0,2,0,0,2,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,1
ENSG00000277403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167680,200,65,155,688,66,329,1358,101,222,131,82,339,45,164,231,250,1061,545,469,340,504,190,0,52,68,86,342,440,285,195,27,162,240,58,101,22,67,150,296,297,148,472,457,168
ENSG00000124217,48,47,229,264,173,145,781,142,62,54,126,131,112,102,189,472,599,431,261,211,486,957,19,102,265,152,281,926,475,482,89,299,272,112,801,254,482,342,328,621,289,619,584,704
ENSG00000124214,1244,549,1558,3692,2093,1783,6395,942,890,767,913,1204,385,1112,1480,3620,5287,3928,2393,3486,3632,4526,136,976,2105,1343,4035,8418,2673,3494,1354,3064,2296,740,3914,1510,3034,1889,2785,4896,3324,5244,3369,2215
ENSG00000124215,32,0,42,37,48,39,61,11,14,0,19,22,6,6,40,39,98,80,66,35,123,0,0,8,33,6,8,94,63,52,12,66,67,10,16,14,58,44,31,15,243,38,123,65
