,SRR5962198,SRR5962199,SRR5962200,SRR5962201,SRR5962202,SRR5962203,SRR5962204,SRR5962205,SRR5962206,SRR5962207,SRR5962208,SRR5962209,SRR5962210,SRR5962211,SRR5962212,SRR5962213,SRR5962214,SRR5962215,SRR5962216,SRR5962217,SRR5962218,SRR5962219,SRR5962220,SRR5962221,SRR5962222,SRR5962223,SRR5962224,SRR5962225,SRR5962226,SRR5962227,SRR5962228,SRR5962229,SRR5962230,SRR5962231,SRR5962232,SRR5962233,SRR5962234,SRR5962235,SRR5962236,SRR5962237,SRR5962238,SRR5962239,SRR5962240,SRR5962241
ENSG00000213331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,10,0,0,0,0,0,0,0,6,10,0,0,0,0,0,8
ENSG00000100395,268,137,420,902,645,515,1531,275,194,187,571,472,132,316,386,1507,1305,1081,903,699,1468,725,8,259,716,432,869,1714,906,801,385,547,675,264,748,402,886,331,795,982,1511,978,1004,498
ENSG00000200552,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,0,0,2,2,1,2
ENSG00000259164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,8,1,2,1,0,0,3,0,1,0,0,0
ENSG00000223208,1,0,1,1,3,1,2,1,1,0,2,1,1,1,2,4,2,1,1,1,1,3,0,1,1,1,3,6,2,1,2,1,1,1,2,2,2,3,1,2,7,0,3,1
ENSG00000223201,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8
ENSG00000223200,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,0
ENSG00000223203,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,5,3,1,0,0,0,1,0,0,1,3,0,0,0,0,3,0,0,6,1,3,0,0,0,0,2
ENSG00000223202,3,0,0,0,9,0,0,0,0,0,2,0,0,0,4,0,3,3,0,0,0,3,0,0,0,0,0,11,0,0,3,0,0,0,0,0,3,0,0,0,0,0,2,0
ENSG00000242289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,1
ENSG00000232353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
ENSG00000200553,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0
ENSG00000275208,0,0,0,0,0,0,2,0,3,0,5,1,0,0,0,2,0,1,1,0,2,1,0,0,0,3,0,2,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,3
ENSG00000275209,74268,86172,12658,4651,7954,24311,10637,16482,110136,93097,90172,180647,119482,177750,14870,7285,2548,37375,2421,22256,24896,75880,48324,76950,8101,3608,14201,3588,8638,32290,99030,109665,10885,110429,12047,77655,9109,811,11041,69808,497,1604,5709,33177
ENSG00000213338,0,0,0,3,10,1,0,0,3,0,12,6,2,0,18,6,8,2,0,0,3,0,0,5,3,3,6,27,11,2,0,5,3,0,0,0,6,21,4,3,7,5,7,19
ENSG00000196550,11,7,33,36,40,18,75,7,21,10,36,7,7,13,76,32,48,24,29,23,12,195,1,15,25,6,96,808,68,34,14,189,40,12,14,21,92,96,31,56,45,83,41,217
ENSG00000261019,6,3,17,19,26,8,35,3,11,3,19,24,17,6,20,22,36,56,57,67,40,15,3,10,37,22,17,61,50,41,6,51,16,6,16,26,27,37,31,21,46,101,116,40
ENSG00000196557,131,37,148,605,122,346,1171,47,192,127,313,161,24,244,413,432,974,605,419,370,643,2215,0,50,134,38,231,10540,230,127,49,4658,871,147,139,222,103,346,338,150,539,1302,8271,1469
ENSG00000280165,0,0,0,0,102,109,0,19,0,0,0,0,0,70,0,0,275,70,0,0,0,0,0,0,0,0,0,319,72,38,94,231,46,0,119,145,0,87,0,0,83,53,73,68
ENSG00000264387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
ENSG00000264386,0,0,0,4,6,0,2,0,0,0,1,6,2,0,2,1,5,1,7,13,1,0,0,0,0,4,3,4,5,1,0,0,0,0,1,2,6,3,4,3,2,5,3,0
ENSG00000197208,11,0,69,82,46,39,197,24,34,33,48,103,52,71,57,281,176,80,203,36,198,199,0,93,326,65,133,179,277,201,218,59,124,108,230,264,226,59,168,343,447,275,379,145
ENSG00000275202,0,0,0,14,30,0,76,14,0,0,33,6,0,0,17,66,40,16,27,9,30,30,0,0,11,0,51,76,24,11,11,14,14,11,49,14,50,24,19,22,22,34,14,37
ENSG00000273700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0
ENSG00000264388,0,0,0,1,3,0,0,3,3,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,3,8,12,0,0,0,0,6,0,0,2,10,0,0,0,0,0,25
ENSG00000239462,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,2,3,0,0,0,0,0,2
ENSG00000239463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151292,542,253,1000,1325,1040,804,3287,680,386,490,581,882,755,497,735,1525,3176,1639,2457,1489,1739,1869,106,591,924,366,1718,1741,2257,4457,489,709,1481,275,4945,1377,1462,1232,1405,2594,1407,3361,1951,957
ENSG00000113141,565,364,1154,2557,1214,1192,4265,547,517,505,819,873,260,786,938,2338,3526,2955,1775,2232,2233,955,54,687,1420,937,1713,3850,1519,1635,851,1396,1332,481,1749,701,1692,1317,1600,3316,2118,2380,1622,567
ENSG00000239464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,5,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2
ENSG00000280164,0,0,21,18,82,16,47,20,3,6,90,29,7,9,21,118,36,60,124,62,144,41,4,13,19,6,43,114,93,22,12,24,67,6,17,9,33,49,12,32,60,93,96,45
ENSG00000217686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,11,0,6,13,0,0,0
ENSG00000217684,0,3,3,10,4,0,0,0,3,0,1,0,0,0,3,0,3,3,3,0,3,0,0,0,0,0,1,0,6,3,0,0,0,0,0,0,6,8,2,3,0,0,6,6
ENSG00000217680,11,0,0,15,5,9,27,5,3,7,3,3,0,0,12,0,34,23,23,17,22,0,0,0,6,3,0,17,25,9,3,3,14,5,0,0,3,17,0,0,6,16,17,8
ENSG00000222359,1,1,2,1,3,0,1,1,1,0,3,1,0,0,1,1,1,0,1,1,2,2,0,1,1,1,5,7,2,3,1,2,2,1,1,1,4,2,2,2,6,3,5,1
ENSG00000211947,35,6,23,0,193,17,89,109,3,0,24,106,64,0,56,42,140,38,260,3,109,0,11,25,0,0,68,777,101,217,638,0,237,19,211,62,30,16,8306,398,29,1,118,34
ENSG00000275205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000026652,183,96,306,517,522,246,996,372,196,130,766,438,153,128,242,991,1665,698,1164,462,1086,158,9,190,126,57,546,688,686,481,75,266,622,106,475,97,273,418,535,399,463,798,877,266
ENSG00000205955,0,0,9,0,9,0,0,0,0,0,19,9,8,0,43,26,0,0,14,0,33,16,0,10,0,0,6,74,14,29,9,0,16,11,25,6,17,30,16,0,19,11,19,66
ENSG00000177971,186,146,436,680,303,346,1992,276,128,124,190,369,169,298,342,955,1329,984,428,740,694,1161,19,267,541,218,681,1399,773,811,230,225,506,204,1355,419,980,386,823,1884,662,754,333,514
ENSG00000211945,14,0,0,0,100,0,98,20,0,0,15,11,19,0,10,12,48,16,95,0,48,0,6,11,15,0,9,112,114,177,69,3,90,11,19,983,0,6,70,30,3,85,27,9
ENSG00000205959,10,0,28,19,30,16,31,8,43,5,73,57,11,11,57,121,89,70,106,19,92,45,0,31,11,33,57,135,45,30,8,52,58,26,48,32,66,105,45,25,73,23,100,134
ENSG00000185158,89,34,229,320,327,166,494,152,107,15,336,119,112,124,197,810,453,357,365,287,784,143,13,109,206,110,248,878,342,320,127,202,248,102,336,193,450,231,453,553,835,603,783,146
ENSG00000211681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,6
ENSG00000211682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6
ENSG00000211683,0,0,0,0,11,3,0,0,0,0,0,0,0,0,39,0,0,0,17,0,39,10,0,20,2,5,6,88,8,0,0,0,4,0,6,6,0,8,9,0,0,0,59,16
ENSG00000211684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
ENSG00000211685,20,6,0,0,269,3,19,67,0,0,6,5,13,0,35,17,405,138,265,0,9,0,11,32,2,0,19,44,48,179,20,0,14,26,11,14,25,31,324,256,0,0,3,19
ENSG00000211687,0,0,0,1,3,0,2,0,0,0,0,1,0,0,2,1,0,2,0,0,0,2,0,1,0,1,0,2,2,2,1,0,1,0,1,0,0,1,1,2,0,0,2,1
ENSG00000211688,0,0,0,1,4,0,5,1,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,3,0,0,1,6,0,1,0,0,0,0,0,0,0,2,0,0,0,1,2,2
ENSG00000211689,8,11,29,17,106,32,53,19,13,9,11,12,2,4,26,43,18,58,48,25,205,279,6,6,2,23,65,150,69,349,12,18,12,6,27,27,20,53,123,29,26,130,49,218
ENSG00000185155,0,0,0,0,19,0,0,0,0,0,0,6,0,0,41,14,10,0,0,0,17,0,0,0,0,0,0,53,21,0,0,0,8,8,0,0,20,71,17,13,0,0,6,73
ENSG00000185156,0,0,11,3,14,0,37,0,3,0,38,14,6,19,38,33,38,0,11,0,48,16,3,23,45,56,21,55,28,6,37,11,22,19,31,22,88,34,33,93,74,49,32,24
ENSG00000229567,1,0,0,3,15,0,13,6,2,0,5,10,2,3,3,4,13,5,14,5,9,3,0,5,4,0,0,6,7,7,3,1,14,0,12,3,8,0,4,5,30,6,22,0
ENSG00000229565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,9,0,0,0,0,0,14
ENSG00000229562,6,3,4,14,18,11,24,9,17,9,0,14,3,0,25,6,23,23,7,16,15,17,0,3,22,2,37,24,11,15,9,10,16,8,3,14,30,21,11,11,19,2,16,24
ENSG00000229563,0,0,0,0,12,0,0,0,0,0,0,9,0,0,57,0,16,0,6,0,0,0,0,0,0,0,0,41,24,6,0,0,0,0,0,0,20,59,0,0,0,0,0,66
ENSG00000229560,0,0,0,0,19,0,0,0,3,0,3,0,0,0,30,0,3,0,0,0,0,0,0,0,0,0,3,22,17,3,0,0,0,6,0,0,11,30,0,0,0,0,0,41
ENSG00000225192,25,6,88,41,138,31,90,38,11,27,79,62,42,8,43,131,126,63,168,86,200,37,0,76,47,35,112,226,143,145,22,42,190,10,113,40,101,70,214,38,424,212,269,58
ENSG00000182545,4,0,2,7,11,0,5,0,1,0,5,0,0,3,16,4,2,0,5,2,0,2,0,0,2,2,5,29,0,6,3,0,3,0,9,1,11,31,0,3,3,10,6,50
ENSG00000255040,57,43,25,191,128,48,60,11,92,33,6,46,16,22,30,28,60,184,60,338,71,33,0,10,3,0,71,50,33,27,13,19,8,1,11,3,20,29,41,7,6,161,59,16
ENSG00000229568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229569,0,0,0,9,31,0,0,6,9,0,51,11,0,0,37,16,11,9,19,0,53,24,0,20,11,0,11,61,30,0,6,8,11,0,0,9,24,49,24,38,46,19,62,53
ENSG00000213260,37,29,66,108,70,53,212,40,38,36,27,26,24,30,207,95,126,159,73,74,127,253,4,43,27,34,197,409,90,56,45,124,50,18,84,52,336,75,72,216,70,135,92,91
ENSG00000106635,314,261,443,914,190,507,1297,274,345,278,205,313,104,259,326,522,873,888,509,970,701,529,11,175,251,237,605,1931,518,660,274,340,357,163,458,153,462,263,384,849,429,646,800,225
ENSG00000106636,419,289,727,1669,468,640,2306,413,278,361,455,596,233,592,685,1224,1577,1519,1077,1484,1222,1484,74,439,819,733,1425,4397,869,1674,353,852,1090,526,1020,469,1181,704,1509,2038,1415,1957,1190,715
ENSG00000207561,3,3,9,9,2,2,21,4,3,4,19,10,1,6,6,18,18,9,20,5,17,19,0,12,12,10,17,26,26,11,8,5,13,3,5,8,35,8,9,14,5,30,35,19
ENSG00000280299,0,0,0,0,0,0,14,0,0,0,37,0,0,0,0,20,0,0,0,0,42,11,0,21,0,11,0,0,37,0,0,0,0,0,0,0,0,5,22,0,40,15,71,0
ENSG00000106631,0,0,8,0,0,0,0,22,16,0,0,0,0,0,16,0,245,8,0,0,0,0,0,0,0,0,16,13,0,0,0,0,6,0,17,63,58,4,0,0,0,0,0,21
ENSG00000106633,0,0,0,0,7,0,16,0,11,0,0,11,5,0,39,6,16,6,9,0,0,0,0,0,0,0,0,64,5,24,0,0,0,0,0,0,6,50,9,0,0,0,0,91
ENSG00000280295,17,14,32,38,80,16,33,24,17,12,86,60,8,16,27,84,73,47,91,32,135,27,0,24,19,14,123,101,59,41,0,29,83,9,69,30,75,33,82,40,247,61,133,38
ENSG00000213269,0,0,0,0,1,0,0,0,3,2,0,0,0,0,18,0,3,0,0,0,0,0,0,0,0,6,0,19,6,3,0,0,3,0,0,0,3,3,0,0,3,0,7,9
ENSG00000280297,0,0,0,3,1,5,0,0,3,0,3,0,3,0,6,76,17,36,2,0,39,0,0,8,0,0,5,129,4,10,0,0,0,9,13,0,14,25,11,0,1,7,10,55
ENSG00000280296,0,0,0,2,44,3,3,0,5,0,8,5,0,0,41,4,11,0,6,10,22,2,0,3,0,0,7,62,6,0,5,5,0,3,7,0,18,50,3,0,2,0,14,43
ENSG00000106638,142,82,457,648,345,369,1340,313,130,199,295,347,132,266,464,708,1346,789,719,491,870,1578,33,312,922,409,1005,2359,838,1808,347,548,482,198,1159,417,1051,464,830,1254,953,1406,1084,728
ENSG00000280290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000216085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000216084,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,8
ENSG00000211538,0,0,0,0,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,3,0,0,0,2,0,0
ENSG00000211532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000211530,5,0,0,0,6,0,0,0,0,0,10,2,0,0,0,0,0,0,6,0,2,11,4,0,0,0,5,1,7,0,0,9,20,3,9,0,7,1,7,13,0,4,4,1
ENSG00000255045,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,30,0,11,0,0,25,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,11,0,0,8,0,0
ENSG00000211534,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0
ENSG00000211535,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,2,1,3,1,0,3,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,7,1,2,1,2,0,1,1
ENSG00000230357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000123584,0,0,0,0,13,0,0,0,0,0,0,0,0,0,27,0,8,0,0,0,0,0,0,0,0,0,0,45,10,0,0,0,3,0,0,0,18,22,0,0,0,0,0,17
ENSG00000260668,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,21,8,0,0,11,8,0,0,0,0,22,27,14,0,0,5,6,0,0,0,24,0,0,23,0,0,19,0
ENSG00000239626,8,6,34,22,65,2,20,0,1,9,23,12,26,3,28,12,33,20,17,3,97,6,0,18,2,3,25,57,46,30,12,16,15,9,26,1,17,22,51,18,63,45,62,23
ENSG00000206812,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000152670,0,0,0,3,29,0,6,0,8,3,10,8,0,0,35,4,13,0,0,0,0,3,0,0,0,0,7,46,9,9,0,0,0,6,0,0,17,44,14,0,3,0,0,105
ENSG00000152672,16,6,37,75,131,19,81,24,17,6,258,91,11,13,55,161,175,37,208,3,241,2,0,16,6,1,52,107,55,86,3,11,84,13,13,0,40,45,126,26,18,27,131,44
ENSG00000238738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2
ENSG00000225198,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,23
ENSG00000238731,0,0,2,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,1,0,5,0,0,0,2,0,1,4,0,2,0,0,0,0,0,0,1,5,2,0,0,0,2,2
ENSG00000238730,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2
ENSG00000238735,0,1,0,0,6,4,4,3,0,0,0,5,0,0,1,0,7,2,10,0,2,0,0,2,5,0,3,1,3,2,1,0,2,2,4,0,2,0,0,0,3,1,2,4
ENSG00000238737,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000143643,149,70,310,523,444,239,834,202,145,144,350,212,112,172,385,652,778,779,697,505,929,456,0,335,625,292,1019,1172,627,806,276,514,402,121,863,483,972,363,1045,684,1203,1189,1035,339
ENSG00000124588,494,237,764,1450,651,579,1110,533,343,417,462,684,228,535,453,761,1152,2056,1154,2414,948,1060,34,93,165,415,1200,762,892,1524,163,328,422,168,210,94,769,403,937,650,1847,1848,1097,128
ENSG00000143641,725,338,939,2355,734,1181,4669,557,631,506,657,679,244,660,1452,1767,2864,2178,1341,1771,1877,1294,30,643,1744,1190,2690,3796,1415,1283,1321,1245,1296,576,1234,504,2604,1347,2213,3048,3105,4036,1635,767
ENSG00000124587,102,166,386,569,687,315,1860,120,164,143,530,499,195,277,505,1745,1585,762,641,816,1486,472,6,545,651,545,1502,2130,708,344,153,284,634,245,692,293,1940,379,1036,855,987,1184,1279,235
ENSG00000167332,11,6,22,9,19,9,112,0,6,14,0,0,0,17,47,17,38,38,25,49,8,6,0,6,14,0,11,67,38,6,0,6,6,0,11,22,14,38,0,8,0,157,40,40
ENSG00000167333,147,56,212,592,278,275,725,133,87,82,238,228,56,118,164,590,816,683,368,353,1182,263,6,136,130,86,192,478,327,318,125,313,138,76,213,67,148,200,327,207,183,373,381,107
ENSG00000009830,118,41,260,518,398,233,947,158,131,110,730,323,108,262,287,1154,827,653,554,405,849,319,8,227,438,428,533,1814,494,365,200,371,758,164,311,326,945,497,592,918,923,649,806,255
ENSG00000259603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238489,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,2,0,0,0,1,1,1,0,1,1,1,0,0
ENSG00000220161,0,0,7,10,14,0,6,0,6,0,28,14,0,0,79,16,42,0,14,0,4,14,0,0,10,7,5,83,37,0,5,21,12,5,5,0,46,138,6,16,10,7,74,182
ENSG00000258056,55,83,143,286,68,153,283,64,52,85,70,52,33,70,61,123,256,325,147,257,148,168,0,46,77,101,107,382,84,153,19,78,50,19,117,51,122,69,94,126,193,126,153,109
ENSG00000244183,0,6,6,1,20,1,15,4,5,0,18,9,9,0,26,35,20,16,18,22,25,4,0,11,17,6,16,28,25,34,9,0,34,0,14,3,49,15,0,6,64,27,43,32
ENSG00000178927,254,120,447,849,382,429,2202,403,212,245,561,651,201,419,530,1642,1304,1350,1136,826,1703,596,34,813,695,637,1080,2491,1347,1118,435,867,1351,331,878,667,1235,611,1530,1735,2510,2254,2071,421
ENSG00000178921,91,85,283,927,389,327,1588,232,147,158,768,380,99,324,394,1335,1200,995,715,608,882,446,0,313,600,427,959,2104,684,492,232,842,773,310,498,183,1253,632,813,1292,1304,1248,1345,284
ENSG00000266349,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,8
ENSG00000178922,148,77,350,473,345,164,1062,150,233,143,310,320,127,149,83,729,838,1231,561,552,388,559,18,175,737,181,402,781,498,241,263,178,408,98,276,200,522,253,506,383,883,379,481,139
ENSG00000266347,1,0,4,2,6,2,9,6,2,8,4,0,2,2,2,8,9,6,5,2,6,2,0,2,2,0,7,27,8,8,0,3,7,0,0,0,2,6,9,4,3,5,4,7
ENSG00000266346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,2,0,0,0,0,0,0,7,2,0,0,1,0,0,0,0,0,0,2,0,3,0,5,1
ENSG00000266344,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ENSG00000178928,0,0,0,0,0,0,0,0,0,0,9,0,0,0,53,25,0,0,0,0,0,0,0,0,0,0,0,32,10,0,0,0,0,9,0,0,11,43,0,0,0,0,0,64
ENSG00000274852,0,0,3,1,2,1,1,2,2,1,3,0,0,0,7,5,6,2,10,3,7,1,0,2,0,0,3,3,3,0,0,0,1,0,0,0,0,2,1,0,0,2,3,2
ENSG00000266340,0,0,0,0,6,7,0,7,0,0,0,0,0,0,10,11,12,0,15,0,8,0,0,0,4,0,11,26,11,11,0,6,0,0,8,0,6,14,11,5,31,12,31,11
ENSG00000252861,0,0,1,0,4,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,1,0,0,0,4,0,0,5
ENSG00000252860,0,3,2,5,0,4,11,0,2,4,2,5,0,0,1,2,4,6,19,0,6,3,0,0,0,0,0,1,0,7,0,1,6,0,0,2,3,0,1,0,3,3,7,6
ENSG00000252863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,6
ENSG00000168310,255,163,521,810,811,532,2331,357,213,186,387,227,213,323,367,1099,1493,1055,823,796,1172,588,19,257,423,214,703,1865,855,854,421,410,778,259,707,400,603,198,1037,1074,793,1157,912,478
ENSG00000252864,0,0,1,0,2,0,0,0,0,0,7,1,1,0,3,5,14,5,7,1,4,1,0,0,9,4,3,10,4,0,0,5,3,0,4,2,0,0,8,2,9,10,12,8
ENSG00000252867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
ENSG00000168314,0,0,0,0,88,0,6,0,37,11,33,0,0,0,190,11,46,0,0,0,18,13,0,0,0,0,16,247,65,0,0,0,0,25,0,0,89,191,0,0,0,0,0,266
ENSG00000252869,0,0,0,2,3,0,1,3,0,0,8,0,0,0,5,3,0,0,3,3,0,0,0,4,2,0,5,3,2,3,0,0,0,0,0,0,0,3,0,4,0,0,2,0
ENSG00000262456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212135,12,10,15,6,62,5,3,3,0,1,11,2,15,2,2,9,20,5,5,13,2,30,14,22,6,3,31,14,11,21,3,2,17,8,19,5,12,4,6,12,12,9,17,5
ENSG00000262454,21,26,36,97,32,47,78,22,20,6,9,29,3,18,16,24,44,134,53,177,43,53,3,13,14,6,18,74,14,74,9,5,25,8,28,10,33,17,26,44,19,64,8,16
ENSG00000212133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
ENSG00000229492,0,0,0,0,3,3,3,0,6,3,6,6,3,0,27,28,17,16,11,4,40,11,0,6,0,3,2,40,14,14,23,3,9,6,0,0,9,11,0,21,9,13,38,66
ENSG00000241073,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,5,4,0,8,28,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,16,0,0,0
ENSG00000268416,8,0,151,0,387,0,232,42,71,15,286,72,62,35,86,820,337,108,321,2,1423,24,9,68,121,4,95,195,235,102,0,60,425,41,362,84,99,167,496,143,303,358,161,99
ENSG00000114268,19,16,52,61,89,60,400,56,0,23,206,25,24,65,175,407,148,116,179,45,241,744,9,173,99,168,252,1121,246,322,126,187,321,77,257,159,260,242,295,519,768,292,339,204
ENSG00000241074,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,6,0,0,0,3,3,0,0,2,0,0,0,10,0,0,0,2,3,0,0,3,0,0,8,0,0,0,3,0
ENSG00000268412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
